Skin Resistance,Lux,PM4,PM5,PM6,Temperature,Humidity,Pressure,IAQ,Sound,Heart Rate
359.2592592592593,2442,33,9,4,22.93,64.051,1007.72,404674.4204890595,48.22532119721461,53.333333333333336
359.2592592592593,2440,33,9,4,22.91,64.023,1007.71,404185.6838611047,48.24269290749577,55.25179856115108
345.7142857142857,2437,33,9,4,22.92,64.025,1007.71,403454.7883976397,48.4394996981918,56.47058823529412
389.6,2438,39,11,4,22.92,64.018,1007.73,404674.4204890595,48.80880257942237,51.891891891891895
373.84615384615387,2438,39,11,4,22.91,64.001,1007.72,404429.904520509,48.11280679329447,53.333333333333336
352.3636363636364,2439,39,11,4,22.92,64.025,1007.71,405655.4481932382,48.51657940807763,64.0
373.84615384615387,2439,36,10,3,22.92,64.025,1007.71,406888.4419796176,47.76771020688962,60.0
359.2592592592593,2438,36,10,3,22.9,64.001,1007.73,403698.1263323946,48.68720372607872,60.95238095238095
352.3636363636364,2438,36,10,3,22.9,64.017,1007.71,406147.7478967639,48.443330961130265,56.47058823529412
352.3636363636364,2439,54,13,3,22.9,64.017,1007.72,406147.7478967639,48.55166540441751,55.25179856115108
359.2592592592593,2439,54,13,3,22.88,64.017,1007.71,406394.3461089207,48.79190495536715,54.85714285714285
359.2592592592593,2440,54,13,3,22.88,64.017,1007.72,406147.7478967639,49.13248598046665,55.25179856115108
366.4150943396226,2435,87,15,2,22.88,64.01,1007.72,406641.2439543907,49.088981275973694,54.46808510638298
366.4150943396226,2441,87,15,2,22.86,63.998,1007.7,407880.2468535884,48.83690061986419,66.20689655172414
359.2592592592593,2440,87,15,2,22.86,63.998,1007.71,406888.4419796176,48.10362369793938,61.935483870967744
366.4150943396226,2440,81,12,1,22.85,63.963,1007.72,408128.954020932,48.48013916548732,59.53488372093023
352.3636363636364,2443,81,12,1,22.83,63.906,1007.72,407880.2468535884,48.40022620071783,63.47107438016529
339.2982456140351,2439,81,12,1,22.82,63.881,1007.71,407135.94073237473,48.19927713765493,52.96551724137931
352.3636363636364,2437,117,15,1,22.81,63.861,1007.72,408627.2793709012,48.510837175930526,54.08450704225352
339.2982456140351,2436,117,15,1,22.8,63.834,1007.71,406641.2439543907,48.33201037361619,53.333333333333336
339.2982456140351,2437,117,15,1,22.79,63.829,1007.72,409627.5897430007,48.31009866859276,60.95238095238095
339.2982456140351,2441,141,18,1,22.79,63.822,1007.73,411642.9752162164,47.73246977834204,55.65217391304348
339.2982456140351,2434,141,18,1,22.78,63.817,1007.73,408128.954020932,48.28109703561132,54.08450704225352
333.1034482758621,2439,141,18,1,22.78,63.831,1007.72,409126.8231202818,48.55261188362928,51.2
339.2982456140351,2437,174,27,1,22.78,63.853,1007.72,410632.80961395096,48.43759166936547,52.602739726027394
327.1186440677966,2429,174,27,1,22.77,63.861,1007.73,409627.5897430007,48.468571558999294,51.891891891891895
345.7142857142857,2429,174,27,1,22.77,63.881,1007.74,409878.4330359573,48.73077707570162,50.526315789473685
339.2982456140351,2428,225,38,0,22.77,63.881,1007.73,413422.7759455732,48.741865002768414,49.54838709677419
339.2982456140351,2429,225,38,0,22.76,63.874,1007.72,410129.583734916,48.68714364380571,50.86092715231788
352.3636363636364,2430,225,38,0,22.76,63.881,1007.72,410884.8859290563,52.601290804666405,54.08450704225352
345.7142857142857,2430,243,41,0,22.76,63.874,1007.71,412149.92408684647,49.831117227212914,61.935483870967744
339.2982456140351,2430,243,41,0,22.75,63.856,1007.72,411389.96815847984,48.489461862522006,61.935483870967744
339.2982456140351,2428,243,41,0,22.76,63.874,1007.72,410381.0424053076,48.25036057643794,57.74436090225564
339.2982456140351,2431,285,50,0,22.76,63.881,1007.71,411642.9752162164,48.32293040521238,55.65217391304348
339.2982456140351,2422,285,50,0,22.75,63.872,1007.73,410129.583734916,48.8935270360914,56.888888888888886
345.7142857142857,2423,285,50,0,22.76,63.89,1007.72,412149.92408684647,48.28286017887342,66.78260869565217
333.1034482758621,2422,345,61,1,22.75,63.892,1007.73,410884.8859290563,48.6848649233732,71.11111111111111
333.1034482758621,2423,345,61,1,22.74,63.872,1007.72,410884.8859290563,48.309675273784656,73.84615384615384
345.7142857142857,2422,345,61,1,22.73,63.853,1007.73,411896.2936672606,48.97460723174869,76.03960396039604
345.7142857142857,2419,372,69,1,22.73,63.811,1007.74,413934.12076158816,48.48410136231982,58.18181818181818
339.2982456140351,2422,372,69,1,22.71,63.784,1007.71,411642.9752162164,49.033798440968695,64.53781512605042
339.2982456140351,2424,372,69,1,22.71,63.771,1007.7,413678.2903360202,48.57211559103404,74.5631067961165
339.2982456140351,2419,369,75,1,22.7,63.742,1007.7,414446.73206633545,48.48430284639138,73.84615384615384
