Skin Resistance,Lux,PM4,PM5,PM6,Temperature,Humidity,Pressure,IAQ,Sound,Heart Rate
40.77151335311573,10690,150,27,1,22.32,65.661,1007.51,424164.4195714145,48.9382998876552,64.0
40.77151335311573,10692,147,23,1,22.32,65.674,1007.51,427414.7178690186,49.955336614239904,65.08474576271186
41.13432835820896,10694,147,23,1,22.31,65.671,1007.52,424702.6986675882,51.90707753614795,68.57142857142857
40.77151335311573,10701,147,23,1,22.32,65.688,1007.5,424972.3508624433,53.40374615063825,67.36842105263158
40.77151335311573,10703,138,19,1,22.32,65.703,1007.5,428509.248537955,56.16617520274893,67.96460176991151
40.77151335311573,10700,138,19,1,22.31,65.712,1007.52,426869.5466621466,49.802208053200346,67.36842105263158
40.77151335311573,10704,138,19,1,22.31,65.725,1007.51,424433.3884539634,53.61677975436946,69.1891891891892
40.95238095238096,10701,156,22,1,22.32,65.744,1007.51,426054.3925151938,51.910548192847344,70.13844870725605
41.13432835820896,10701,156,22,1,22.31,65.739,1007.52,423627.5032071561,50.17649599593058,68.57142857142857
41.13432835820896,10695,156,22,1,22.31,65.761,1007.52,428235.09066405566,49.60250075992244,68.57142857142857
41.13432835820896,10701,165,20,1,22.31,65.754,1007.51,424972.3508624433,48.87504339282766,72.45283018867924
41.13432835820896,10713,165,20,1,22.3,65.754,1007.5,423627.5032071561,51.27118956802601,69.81818181818181
40.95238095238096,10708,165,20,1,22.3,65.774,1007.5,424433.3884539634,50.89061893782044,67.36842105263158
40.95238095238096,10701,171,19,1,22.31,65.781,1007.52,426325.7644265293,49.80271075071039,66.20689655172414
40.95238095238096,10695,171,19,1,22.29,65.776,1007.51,425242.34569033526,49.21473235842074,69.1891891891892
40.41297935103245,10705,171,19,1,22.3,65.795,1007.51,424972.3508624433,50.68211602247028,64.81128044438114
40.23529411764706,10703,162,15,1,22.3,65.801,1007.5,427961.28337567975,48.87007999368606,65.64102564102564
40.05865102639296,10688,162,15,1,22.29,65.799,1007.51,427414.7178690186,48.07399210891616,67.96460176991151
40.05865102639296,10680,162,15,1,22.29,65.812,1007.51,426869.5466621466,47.893720177078585,66.20689655172414
39.70845481049562,10697,156,17,1,22.3,65.824,1007.5,428783.75767114863,47.68287064755885,66.20689655172414
39.70845481049562,10701,156,17,1,22.29,65.819,1007.52,424702.6986675882,47.98846121617896,66.20689655172414
40.05865102639296,10702,156,17,1,22.29,65.832,1007.51,424702.6986675882,48.38250579008657,69.81818181818181
39.70845481049562,10690,174,20,1,22.31,65.837,1007.52,425242.34569033526,47.94650265256175,69.81818181818181
39.88304093567251,10693,174,20,1,22.3,65.844,1007.5,422557.7380269318,48.3403569550241,66.80281370546857
39.88304093567251,10696,174,20,1,22.31,65.851,1007.52,428235.09066405566,48.3781262493507,67.96460176991151
40.05865102639296,10698,177,17,1,22.31,65.844,1007.51,426054.3925151938,48.215709405149184,70.45871559633028
40.23529411764706,10695,177,17,1,22.31,65.837,1007.52,425783.3658607496,48.1101122974798,67.36842105263158
40.05865102639296,10701,177,17,1,22.31,65.851,1007.51,424433.3884539634,48.32236502152941,66.78260869565217
39.88304093567251,10698,159,12,0,22.32,65.856,1007.5,424702.6986675882,48.39502424969239,67.36842105263158
40.23529411764706,10682,159,12,0,22.31,65.851,1007.52,424972.3508624433,48.68037461765025,71.11111111111111
40.05865102639296,10568,159,12,0,22.31,65.864,1007.52,425242.34569033526,48.30650771343064,69.81818181818181
40.05865102639296,10443,162,16,0,22.32,65.876,1007.51,425512.6838047284,48.14862862537222,67.96992481203007
40.05865102639296,10485,162,16,0,22.31,65.871,1007.52,424164.4195714145,48.632801782150224,70.45871559633028
40.41297935103245,10530,162,16,0,22.31,65.891,1007.52,424972.3508624433,48.48723129079481,71.77570093457943
40.05865102639296,10525,174,19,0,22.31,65.9,1007.52,427141.95831178,49.19034756717871,68.57142857142857
40.05865102639296,10552,174,19,0,22.3,65.914,1007.51,423359.554433352,48.693993591877486,66.20689655172414
40.05865102639296,10534,174,19,0,22.3,65.927,1007.51,424702.6986675882,48.895709444377445,67.96460176991151
40.41297935103245,10553,156,17,0,22.31,65.934,1007.53,428509.248537955,48.78238131758439,71.11111111111111
40.05865102639296,10602,156,17,0,22.29,65.922,1007.52,422824.6724844006,51.9214485942053,68.57142857142857
40.05865102639296,10636,156,17,0,22.3,65.947,1007.51,424702.6986675882,48.75806985062058,67.66651141127154
39.88304093567251,10622,147,17,0,22.3,65.947,1007.51,424972.3508624433,48.64737328570971,70.45871559633028
39.70845481049562,10554,147,17,0,22.29,65.942,1007.53,423627.5032071561,47.97002377658325,71.11111111111111
39.88304093567251,10565,147,17,0,22.29,65.965,1007.52,427687.8260007782,48.84453319225905,67.96460176991151
39.70845481049562,10549,141,18,0,22.29,65.971,1007.52,425783.3658607496,48.73082884434751,65.64102564102564
39.70845481049562,10548,141,18,0,22.28,65.966,1007.51,425242.34569033526,48.57916402203716,64.0
39.53488372093023,10549,141,18,0,22.28,65.973,1007.52,425783.3658607496,48.40887503257232,65.08474576271186
39.190751445086704,10543,132,19,0,22.29,65.985,1007.54,424433.3884539634,48.88433708621803,66.20689655172414
39.53488372093023,10552,132,19,0,22.27,65.979,1007.53,424702.6986675882,49.186114611559,70.15015015015015
39.53488372093023,10549,132,19,0,22.28,66.002,1007.53,424702.6986675882,48.79207702851816,70.45871559633028
39.36231884057971,10548,129,17,0,22.28,66.002,1007.52,427141.95831178,49.56658295767818,70.45871559633028
39.36231884057971,10600,129,17,0,22.27,66.016,1007.53,423627.5032071561,48.5886810115783,71.77570093457943
39.190751445086704,10612,129,17,0,22.28,66.022,1007.53,425512.6838047284,49.3589427090964,74.5631067961165
39.190751445086704,10566,123,17,0,22.28,66.029,1007.52,426597.4822549032,49.142977888651146,70.45871559633028
39.190751445086704,10540,123,17,0,22.27,66.029,1007.53,423627.5032071561,48.49423348963909,69.81818181818181
39.190751445086704,10565,123,17,0,22.28,66.042,1007.52,424433.3884539634,48.57630959015437,67.36842105263158
39.53488372093023,10554,120,20,0,22.29,66.048,1007.53,428235.09066405566,48.22160321385103,68.27880512091039
39.53488372093023,10542,120,20,0,22.28,66.036,1007.54,424164.4195714145,48.3035842586384,69.1891891891892
39.53488372093023,10522,120,20,0,22.29,66.054,1007.54,425242.34569033526,49.25480429452145,67.36842105263158
39.36231884057971,10510,132,26,0,22.29,66.061,1007.53,426597.4822549032,48.43530666449155,67.96460176991151
39.70845481049562,10467,132,26,0,22.28,66.056,1007.53,424164.4195714145,48.54546343605239,69.81818181818181
39.53488372093023,10470,132,26,0,22.28,66.069,1007.53,424702.6986675882,53.84905834868629,70.45871559633028
39.53488372093023,10463,120,23,0,22.28,66.078,1007.55,424702.6986675882,49.26334492882791,68.57142857142857
39.70845481049562,10465,120,23,0,22.28,66.092,1007.53,423359.554433352,49.72696717989277,66.20689655172414
39.53488372093023,10478,120,23,0,22.28,66.112,1007.55,424164.4195714145,49.191327369763215,65.93367722918202
39.53488372093023,10469,126,26,0,22.29,66.117,1007.54,424164.4195714145,49.23618725650478,68.57142857142857
39.53488372093023,10459,126,26,0,22.28,66.119,1007.53,426597.4822549032,49.548244876054326,66.78260869565217
39.70845481049562,10471,126,26,0,22.29,66.137,1007.55,425783.3658607496,49.66258028561185,65.64102564102564
39.53488372093023,10481,126,26,0,22.29,66.144,1007.54,424164.4195714145,49.530619561932944,66.78260869565217
39.53488372093023,10493,126,26,0,22.29,66.137,1007.55,424164.4195714145,50.888410032647485,69.1891891891892
39.70845481049562,10501,126,26,0,22.29,66.144,1007.54,423627.5032071561,49.55163601712104,66.20689655172414
39.36231884057971,10521,129,26,0,22.31,66.136,1007.55,425242.34569033526,49.184337573667925,66.20689655172414
39.70845481049562,10533,129,26,0,22.3,66.12,1007.53,423627.5032071561,48.69089063524675,68.01253918495297
39.70845481049562,10542,129,26,0,22.31,66.136,1007.54,425512.6838047284,48.7607440073149,68.57142857142857
39.88304093567251,10500,129,26,0,22.32,66.119,1007.53,425783.3658607496,49.21853206487912,65.64102564102564
39.88304093567251,10459,129,26,0,22.31,66.086,1007.53,426869.5466621466,48.728610850940846,65.64102564102564
39.70845481049562,10423,129,26,0,22.32,66.092,1007.54,426597.4822549032,48.28296698562558,67.36842105263158
39.70845481049562,10422,123,25,0,22.34,66.081,1007.52,424164.4195714145,48.80231825070734,69.1891891891892
39.70845481049562,10424,123,25,0,22.34,66.061,1007.52,424164.4195714145,48.4603516216275,67.36842105263158
39.53488372093023,10437,123,25,0,22.35,66.053,1007.56,424702.6986675882,51.00843822648281,66.78260869565217
39.70845481049562,10442,132,27,1,22.36,66.035,1007.54,426325.7644265293,48.92906634578205,67.72960372960372
39.70845481049562,10447,132,27,1,22.36,66.009,1007.54,424164.4195714145,49.25122171138287,68.57142857142857
39.70845481049562,10439,132,27,1,22.36,66.009,1007.55,426325.7644265293,49.46980589109264,68.57142857142857
39.53488372093023,10481,138,29,1,22.37,65.986,1007.54,425512.6838047284,50.17718197757032,68.57142857142857
39.70845481049562,10471,138,29,1,22.37,65.972,1007.54,423359.554433352,48.94759768295999,71.11111111111111
39.88304093567251,10484,138,29,1,22.38,65.971,1007.53,424433.3884539634,49.54994830167796,67.96460176991151
39.70845481049562,10466,129,26,1,22.38,65.958,1007.55,424433.3884539634,48.55845657439688,66.78260869565217
39.53488372093023,10499,129,26,1,22.38,65.958,1007.53,423627.5032071561,48.244289609834325,65.64102564102564
39.53488372093023,10490,129,26,1,22.39,65.948,1007.54,424972.3508624433,48.07967272344184,69.1891891891892
39.53488372093023,10499,120,22,1,22.4,65.94,1007.53,424164.4195714145,48.77048538700826,67.96460176991151
39.36231884057971,10544,120,22,1,22.39,65.922,1007.53,425512.6838047284,48.54751265397817,67.96460176991151
39.70845481049562,10563,120,22,1,22.4,65.927,1007.54,424702.6986675882,48.54147733037095,66.78260869565217
39.70845481049562,10544,132,27,2,22.41,65.894,1007.53,424164.4195714145,48.18702946722765,68.57142857142857
39.53488372093023,10487,132,27,2,22.41,65.865,1007.53,423091.944406424,48.798026448906285,71.11111111111111
39.88304093567251,10525,132,27,2,22.42,65.865,1007.52,425242.34569033526,49.0601622736979,69.1891891891892
40.05865102639296,10523,114,22,2,22.43,65.853,1007.53,426597.4822549032,48.58814691590328,68.57142857142857
39.88304093567251,10503,114,22,2,22.43,65.833,1007.53,422557.7380269318,48.75271811762865,67.96992481203007
40.05865102639296,10511,114,22,2,22.44,65.826,1007.52,424972.3508624433,48.15960921426549,71.77570093457943
39.88304093567251,10479,117,24,2,22.45,65.818,1007.53,426869.5466621466,50.06177825144098,69.81818181818181
40.23529411764706,10487,117,24,2,22.44,65.786,1007.54,422024.8789523319,49.26879382212534,68.57142857142857
40.05865102639296,10501,117,24,2,22.45,65.775,1007.53,422557.7380269318,48.008854950326935,67.96460176991151
40.05865102639296,10488,147,30,2,22.45,65.762,1007.51,426325.7644265293,47.93368998768448,71.11111111111111
40.41297935103245,10489,147,30,2,22.45,65.741,1007.52,423091.944406424,48.7907146091178,74.5631067961165
40.23529411764706,10494,147,30,2,22.46,65.741,1007.51,423895.7913714339,48.7842846271575,73.14285714285714
40.23529411764706,10506,156,30,2,22.47,65.724,1007.52,423895.7913714339,48.918898138005126,77.2346876895088
40.41297935103245,10497,156,30,2,22.46,65.706,1007.53,425783.3658607496,48.59225553604836,81.70212765957447
40.77151335311573,10504,156,30,2,22.47,65.697,1007.52,427414.7178690186,48.39228305239113,77.57575757575758
40.77151335311573,10508,180,34,2,22.48,65.668,1007.56,425783.3658607496,48.66567295067523,76.03960396039604
41.13432835820896,10422,180,34,2,22.47,65.641,1007.52,426597.4822549032,48.51266339902606,74.5631067961165
40.95238095238096,10411,180,34,2,22.48,65.599,1007.56,425512.6838047284,48.4560248099182,74.5631067961165
40.77151335311573,10318,174,32,1,22.49,65.541,1007.55,425242.34569033526,49.42775370994998,76.03960396039604
40.95238095238096,10446,174,32,1,22.48,65.489,1007.57,426325.7644265293,49.42891613674009,71.77570093457943
40.95238095238096,10665,174,32,1,22.48,65.439,1007.56,427141.95831178,48.99227147956285,69.82395239275974
40.95238095238096,10667,168,27,1,22.49,65.382,1007.55,428235.09066405566,48.9183917390634,71.11111111111111
40.95238095238096,10669,168,27,1,22.48,65.301,1007.56,424433.3884539634,49.06123449632153,73.84615384615384
40.77151335311573,10657,168,27,1,22.49,65.25,1007.55,426325.7644265293,49.031455999345646,72.45283018867924
41.13432835820896,10668,186,30,2,22.49,65.203,1007.55,426054.3925151938,49.388436497135,71.11111111111111
40.95238095238096,10674,186,30,2,22.49,65.14,1007.56,429058.6187391353,48.80761870318129,71.77570093457943
41.31736526946108,10653,186,30,2,22.49,65.104,1007.55,428509.248537955,48.37314902213664,71.11111111111111
41.13432835820896,10669,186,27,2,22.49,65.058,1007.55,428235.09066405566,48.366000175463576,73.84615384615384
41.31736526946108,10660,186,27,2,22.48,64.996,1007.56,428235.09066405566,48.52783530014723,72.81092739036663
41.31736526946108,10669,186,27,2,22.48,64.963,1007.56,430992.5574965037,48.693893465227326,69.1891891891892
41.5015015015015,10681,198,27,1,22.49,64.946,1007.56,429609.39939015376,48.5213721328668,67.96460176991151
41.87311178247734,10692,198,27,1,22.47,64.907,1007.53,426869.5466621466,48.09223853598632,69.1891891891892
41.5015015015015,10694,198,27,1,22.47,64.9,1007.53,427687.8260007782,48.44790393475884,70.45871559633028
43.8006230529595,10686,210,30,2,22.47,64.88,1007.53,430438.2268650504,48.14403955667164,66.78260869565217
46.064516129032256,10680,210,30,2,22.46,64.842,1007.56,430715.2138247145,48.33658364922584,66.78260869565217
45.85209003215434,10667,210,30,2,22.46,64.835,1007.55,429333.8324191469,47.970060773349566,67.36842105263158
46.064516129032256,10663,216,33,2,22.46,64.813,1007.55,429058.6187391353,48.08284414145854,69.19480519480518
46.27831715210356,10674,216,33,2,22.45,64.792,1007.54,430161.5959297631,48.129404016766856,67.96460176991151
46.493506493506494,10671,216,33,2,22.45,64.772,1007.54,428509.248537955,48.53687338506525,67.96460176991151
46.27831715210356,10676,192,26,2,22.45,64.75,1007.54,429885.3203328709,48.54457944699255,67.36842105263158
46.27831715210356,10665,192,26,2,22.44,64.718,1007.53,429885.3203328709,48.5119660686488,69.81818181818181
46.064516129032256,10655,192,26,2,22.44,64.718,1007.55,433224.2316247091,48.038254921602274,69.81818181818181
46.71009771986971,10660,192,28,2,22.45,64.717,1007.54,430161.5959297631,48.48066020212246,66.20689655172414
45.85209003215434,10656,192,28,2,22.44,64.691,1007.55,432105.5131220368,48.66519169327948,65.64102564102564
46.27831715210356,10660,192,28,2,22.45,64.71,1007.54,430992.5574965037,48.39991691912451,67.37360523278184
46.064516129032256,10661,177,27,2,22.45,64.71,1007.52,429333.8324191469,48.858773435179614,67.96460176991151
45.64102564102564,10669,177,27,2,22.45,64.717,1007.53,430161.5959297631,48.16106274785148,67.36842105263158
45.85209003215434,10651,177,27,2,22.45,64.73,1007.52,432944.0092830685,48.47024651247197,66.78260869565217
45.85209003215434,10647,174,29,2,22.46,64.743,1007.54,431270.2585699388,48.153183939514456,69.81818181818181
45.43130990415336,10662,174,29,2,22.46,64.75,1007.54,428509.248537955,48.85541592174298,72.45283018867924
45.85209003215434,10654,174,29,2,22.47,64.775,1007.53,432384.6507329157,50.72815139981552,67.96460176991151
45.64102564102564,10653,156,29,2,22.48,64.782,1007.56,432105.5131220368,48.476052234434654,67.36842105263158
45.85209003215434,10660,156,29,2,22.47,64.791,1007.52,430992.5574965037,47.92541772856967,68.59330143540669
46.064516129032256,10649,156,29,2,22.48,64.811,1007.55,432105.5131220368,47.82107621425178,71.11111111111111
45.85209003215434,10634,159,30,1,22.49,64.83,1007.54,431826.7356887273,47.5949534025391,67.96460176991151
46.064516129032256,10654,159,30,1,22.48,64.804,1007.55,430992.5574965037,48.79627500574836,67.36842105263158
46.064516129032256,10649,159,30,1,22.49,64.801,1007.55,430438.2268650504,50.428064093839566,66.78260869565217
46.493506493506494,10647,165,33,1,22.49,64.774,1007.54,431270.2585699388,49.95447746937188,69.1891891891892
46.064516129032256,10645,165,33,1,22.48,64.735,1007.56,430438.2268650504,50.91080881728094,68.57142857142857
46.493506493506494,10649,165,33,1,22.48,64.706,1007.56,432664.149219834,50.45417103335529,65.64102564102564
46.27831715210356,10639,141,30,1,22.48,64.686,1007.56,432105.5131220368,51.7150605268482,68.65900383141764
46.493506493506494,10644,141,30,1,22.47,64.653,1007.53,430715.2138247145,48.802075887070025,72.45283018867924
46.71009771986971,10639,141,30,1,22.47,64.639,1007.52,434067.0793682861,49.67004329126343,69.1891891891892
46.71009771986971,10652,138,29,1,22.47,64.604,1007.52,434348.7578809172,48.46270947865922,67.36842105263158
46.9281045751634,10654,138,29,1,22.46,64.558,1007.54,431548.317736319,48.75986890864961,69.1891891891892
46.71009771986971,10654,138,29,1,22.46,64.538,1007.54,432664.149219834,48.56590741649784,71.77570093457943
46.9281045751634,10651,123,23,1,22.46,64.509,1007.54,432944.0092830685,49.77444449212235,69.1891891891892
47.14754098360656,10646,123,23,1,22.45,64.496,1007.53,431270.2585699388,50.10551487682844,67.96460176991151
47.36842105263158,10646,123,23,1,22.45,64.482,1007.53,433504.8169486647,49.2798036110681,71.16602316602317
47.36842105263158,10653,105,23,1,22.45,64.482,1007.53,430715.2138247145,49.92520176139158,77.57575757575758
47.59075907590759,10650,105,23,1,22.44,64.477,1007.53,432664.149219834,48.45791866947716,73.14285714285714
47.59075907590759,10661,105,23,1,22.44,64.491,1007.53,433785.76596066897,48.34981245584158,73.84615384615384
48.03986710963455,10661,114,26,2,22.44,64.504,1007.55,436046.5361213716,47.88536207533028,74.5631067961165
47.59075907590759,10648,114,26,2,22.43,64.513,1007.54,434067.0793682861,48.283864170626,77.57575757575758
48.03986710963455,10658,114,26,2,22.43,64.526,1007.53,430438.2268650504,48.52193020540035,75.29411764705883
47.81456953642384,10636,111,24,2,22.44,64.54,1007.53,433785.76596066897,48.57737661097326,72.45283018867924
48.03986710963455,10644,111,24,2,22.43,64.553,1007.54,431270.2585699388,48.7909006593366,67.98589894242068
61.59362549800797,10770,114,19,1,22.21,65.058,1007.54,427961.28337567975,65.36582521964304,73.14285714285714
61.59362549800797,10759,111,19,1,22.22,65.058,1007.53,435195.99117057794,63.453624842111054,71.11111111111111
61.59362549800797,10775,111,19,1,22.22,65.051,1007.53,432664.149219834,65.9145499409056,73.84615384615384
62.24899598393574,10750,111,19,1,22.23,65.069,1007.55,432384.6507329157,65.06326428499018,71.77570093457943
61.92,10743,114,19,1,22.23,65.076,1007.53,434067.0793682861,64.9361519943559,71.11111111111111
